  Hz	 mVrms	dBV	deg
27200	3.323	-49.570
27300	3.164	-49.997
27400	3.149	-50.036
27500	3.460	-49.218
27600	3.193	-49.916
27700	3.507	-49.102
27800	3.479	-49.170
27900	3.817	-48.367
28000	3.293	-49.648
28100	3.278	-49.688
28200	3.284	-49.673
28300	3.401	-49.368
28400	3.073	-50.248
28500	3.454	-49.233
28600	3.146	-50.047
28700	3.114	-50.136
28800	3.488	-49.150
28900	3.139	-50.066
29000	3.181	-49.948
29100	3.339	-49.528
29200	3.228	-49.821
29300	3.111	-50.143
29400	3.320	-49.578
29500	3.025	-50.386
29600	2.940	-50.634
29700	3.044	-50.332
29800	3.459	-49.223
29900	3.164	-49.995
